id1	id2	reg	chr1	loc1	chr2	loc2
YIL036W	YER052C	+	9	286547	5	257166
YDL005C	YHR161C	binding enriched	4	441661	8	421329
YOL004W	YGL125W	binding enriched	15	319243	7	273421
YIL036W	YCL050C	+	9	286547	3	38318
YER159C	YDR357C	binding enriched	5	491744	4	1189383
YML007W	YOL025W	binding enriched	13	254824	15	275948
YDL005C	YEL059C-A	binding enriched	4	441661	5	42512
YER159C	YIL107C	binding enriched	5	491744	9	164519
YDL005C	YNR009W	binding enriched	4	441661	14	643064
YBR112C	YPL055C	binding enriched	2	464320	16	454491
YCR084C	YMR309C	+	3	261381	13	894207
YDR310C	YDL072C	+	4	1082722	4	330141
YNL216W	YJR047C	+	14	242930	10	525144
YIL101C	YBL095W	binding enriched	9	176278	2	43683
YDR259C	YOL018C	binding enriched	4	975206	15	291477
YPL075W	YJL013C	+	16	413808	10	410266
YLR418C	YJL223C	+	12	957504	10	8957
YOR174W	YBR132C	binding enriched	15	659174	2	500547
YIL101C	YPR047W	binding enriched	9	176278	16	658233
YGL073W	YOR161C	+	7	370003	15	637748
YBR049C	YPL092W	binding enriched	2	335602	16	374481
YDL005C	YIL007C	binding enriched	4	441661	9	343325
YNL236W	YHR019C	+	14	208392	8	142726
YOL148C	YHR215W	+	15	46667	8	552800
YIL131C	YFL041W-A	binding enriched	9	101508	6	48829
YGL073W	YAL044C	+	7	370003	1	58206
YLR403W	YFR020W	+	12	926593	6	193086
YIL131C	YPR111W	binding enriched	9	101508	16	748153
YGR116W	YMR186W	binding enriched	7	722586	13	633413
YGL181W	YLR227W-B	+	7	158501	12	596072
YDL005C	YBR118W	binding enriched	4	441661	2	478359
YJL127C	YHL041W	?	10	183259	8	17616
YIL101C	YBR092C	binding enriched	9	176278	2	428399
YOR344C	YDR471W	-	15	977631	4	1402167
YIR018W	YKR021W	?	9	384977	11	480607
YOL116W	YCR097W	-	15	100383	3	294078
YPR086W	YPL166W	binding enriched	16	710619	16	237658
YLR403W	YMR015C	?	12	926593	13	301677
YDL005C	YGR188C	binding enriched	4	441661	7	873576
YDR392W	YPL026C	binding enriched	4	1259202	16	501429
YER159C	YIL023C	binding enriched	5	491744	9	309906
YLR403W	YLL061W	?	12	926593	12	18831
YPL254W	YOL109W	+	16	70218	15	110467
YLR403W	YPR199C	-	12	926593	16	938590
YJL127C	YOR314W	?	10	183259	15	903207
YER159C	YJL003W	binding enriched	5	491744	10	432822
YPL075W	YLR333C	+	16	413808	12	795736
YML007W	YER025W	binding enriched	13	254824	5	206042
YOL148C	YAL012W	+	15	46667	1	131391
YDR253C	YOR178C	bound	4	964277	15	669050
YLR403W	YLL026W	?	12	926593	12	89986
YOL148C	YCR005C	-	15	46667	3	121637
YPR086W	YGR116W	binding enriched	16	710619	7	722586
YNL103W	YOL164W	?	14	428744	15	7145
YDL005C	YDR050C	binding enriched	4	441661	4	556099
YCR081W	YCL040W	-	3	256512	3	51589
YOR028C	YJL042W	binding enriched	15	383976	10	363347
YEL009C	YOR314W-A	?	5	139340	15	904513
YPL075W	YML063W	+	16	413808	13	146865
YOL004W	YBR214W	-	15	319243	2	652206
YML007W	YFR004W	-	13	254824	6	153853
YLR403W	YOR074C	?	12	926593	15	467132
YBR049C	YDL049C	binding enriched	2	335602	4	365471
YDR259C	YER019C-A	binding enriched	4	975206	5	194406
YJL127C	YDR406W	?	10	183259	4	1281504
YJL127C	YGL218W	?	10	183259	7	83975
YIL101C	YEL069C	binding enriched	9	176278	5	22384
YPL075W	YKR048C	+	16	413808	11	526013
YHL027W	YOR306C	-	8	52049	15	890649
YDL005C	YER113C	binding enriched	4	441661	5	388992
YOR110W	YNL021W	binding enriched	15	529594	14	594287
YOR110W	YGR008C	binding enriched	15	529594	7	508237
YCR084C	YBR249C	+	3	261381	2	717438
YNL330C	YLR417W	binding enriched	14	18651	12	955860
YOR110W	YMR081C	binding enriched	15	529594	13	430587
YLR403W	YPL206C	?	12	926593	16	163114
YPL254W	YKL060C	+	16	70218	11	326947
YLR176C	YDR422C	binding enriched	12	509014	4	1316549
YLR176C	YEL066W	binding enriched	12	509014	5	26936
YPL075W	YKL029C	+	16	413808	11	383720
YDR259C	YPR016C	binding enriched	4	975206	16	592700
YML007W	YKR006C	binding enriched	13	254824	11	450820
YDR259C	YOR085W	binding enriched	4	975206	15	482559
YIL101C	YNR068C	binding enriched	9	176278	14	760476
YMR021C	YNL160W	-	13	317791	14	337077
YPR086W	YLR312C	binding enriched	16	710619	12	758235
YNL103W	YPL274W	?	14	428744	16	23819
YGL073W	YBR118W	+	7	370003	2	478359
YHR058C	YBR052C	binding enriched	8	219440	2	339036
YIR018W	YNR059W	?	9	384977	14	737674
YPR065W	YBR085W	-	16	680246	2	416444
YDR443C	YOL052C-A	-	4	1347807	15	231662
YJL127C	YKL212W	?	10	183259	11	35478
YPR086W	YIL155C	binding enriched	16	710619	9	52733
YJL127C	YDR210W-B	-	10	183259	4	874768
YJR060W	YAR071W	+	10	549286	1	226161
YIL101C	YJR025C	binding enriched	9	176278	10	471404
YNL216W	YFR031C-A	+	14	242930	6	220962
YDR207C	YJL130C	binding enriched	4	866267	10	169045
YJL127C	YER047C	?	10	183259	5	245156
YOR174W	YML125C	binding enriched	15	659174	13	21230
YDR392W	YJL159W	binding enriched	4	1259202	10	121069
YIL101C	YDR525W-A	binding enriched	9	176278	4	1490715
YDR451C	YOL155C	-	4	1361650	15	30154
YMR037C	YKL121W	binding enriched	13	345460	11	215421
YDR259C	YDR398W	binding enriched	4	975206	4	1268436
YOR032C	YGL089C	+	15	390423	7	344972
YLR403W	YPL041C	?	12	926593	16	475429
YGR116W	YHR157W	binding enriched	7	722586	8	413181
YOR110W	YDL142C	binding enriched	15	529594	4	202144
YPR086W	YGR268C	binding enriched	16	710619	7	1026355
YOR174W	YDR174W	binding enriched	15	659174	4	812480
YJL127C	snR68	?	10	183259	9	97178
YPR052C	YDR074W	binding enriched	16	665833	4	595238
YIL131C	YHR099W	binding enriched	9	101508	8	308378
YNL257C	YNL077W	+	14	162475	14	482184
YDR392W	YFR055W	+	4	1259202	6	264715
YPL075W	YJL137C	+	16	413808	10	155556
YLR451W	YJR114W	binding enriched	12	1037423	10	638855
YBR279W	YDR001C	binding enriched	2	761925	4	451347
YCR084C	YAL038W	+	3	261381	1	72537
YNL068C	YOR298C-A	binding enriched	14	496995	15	877457
YDR423C	YFR001W	-	4	1318660	6	149417
YGR252W	YHR170W	binding enriched	7	997528	8	444606
YLR403W	YFR026C	?	12	926593	6	206002
YNL216W	YPR074C	+	14	242930	16	693817
YOR110W	YMR073C	binding enriched	15	529594	13	412570
YNL216W	YKL040C	binding enriched	14	242930	11	361443
YLR223C	YDR500C	bound	12	583861	4	1450525
YBR049C	YMR161W	binding enriched	2	335602	13	578055
YGL073W	RDN25-1	+	7	370003	12	453483
YMR037C	YLR377C	binding enriched	13	345460	12	874269
YLR403W	YHR154W	-	12	926593	8	404572
YIL131C	YNL323W	binding enriched	9	101508	14	32566
YIL101C	YGL019W	binding enriched	9	176278	7	458574
YPL075W	YBL087C	+	16	413808	2	60280
YJL127C	YNL261W	?	10	183259	14	155819
YLR403W	YBR196C	+	12	926593	2	613068
YIL131C	YOR353C	binding enriched	9	101508	15	999640
YDR463W	YPR128C	binding enriched	4	1387595	16	791711
YDL005C	YDL195W	binding enriched	4	441661	4	109118
YJL127C	YOR029W	?	10	183259	15	384767
YHR206W	YML101C	binding enriched	8	513666	13	69911
YLR451W	YER099C	binding enriched	12	1037423	5	358583
YOR110W	YGL055W	binding enriched	15	529594	7	399394
YNL236W	YOL103W-B	+	14	208392	15	120634
YLR403W	YPR025C	-	12	926593	16	613967
YIL131C	YKR031C	binding enriched	9	101508	11	503869
YLR403W	YFL026W	-	12	926593	6	83227
YDL005C	YER105C	binding enriched	4	441661	5	369925
YMR042W	YLL012W	-	13	352869	12	126394
YPR086W	YNL169C	binding enriched	16	710619	14	316920
YDL005C	YLL010C	binding enriched	4	441661	12	129971
YOR174W	YML115C	binding enriched	15	659174	13	40990
YCR081W	YPL223C	-	3	256512	16	128885
YBR081C	YEL071W	binding enriched	2	403252	5	17100
YNL103W	YLR115W	?	14	428744	12	379274
YNL330C	YOL039W	binding enriched	14	18651	15	254457
YIR018W	YBL054W	binding enriched	9	384977	2	118377
YDR392W	YDR155C	binding enriched	4	1259202	4	768756
YJL127C	YGR043C	?	10	183259	7	580935
YGL013C	YDR440W	-	7	470695	4	1343367
YNL027W	tQ(UUG)B	+	14	580598	2	350862
YLR403W	YDR226W	+	12	926593	4	916820
YOR174W	YOR349W	binding enriched	15	659174	15	991311
YGL073W	YJR145C	+	7	370003	10	702547
YBR083W	YML040W	+	2	409899	13	197289
YDR463W	YIL011W	+	4	1387595	9	334131
YLR403W	YDR200C	-	12	926593	4	855186
YBR049C	YBL082C	+	2	335602	2	70439
YLR403W	YBL022C	?	12	926593	2	179574
YLR176C	YGL100W	binding enriched	12	509014	7	313758
YDL005C	YNL022C	binding enriched	4	441661	14	592163
YDR259C	YMR009W	binding enriched	4	975206	13	284371
YJL127C	YHR178W	?	10	183259	8	460414
YOR110W	YNL067W	binding enriched	15	529594	14	499968
YBR112C	YOL084W	binding enriched	2	464320	15	163843
YML007W	YJL212C	binding enriched	13	254824	10	35049
YOR174W	YIL044C	binding enriched	15	659174	9	273398
YDR259C	YKR035W-A	binding enriched	4	975206	11	508246
YJR127C	YBR296C-A	binding enriched	10	660988	2	800182
YPR086W	YPL120W	binding enriched	16	710619	16	322907
YLR403W	YMR305C	-	12	926593	13	879647
YDL005C	YHR120W	binding enriched	4	441661	8	351013
YER040W	YNL181W	binding enriched	5	230891	14	298946
YJL127C	YBL002W	+	10	183259	2	236689
YDL005C	YLR185W	binding enriched	4	441661	12	522975
YER040W	YKR045C	binding enriched	5	230891	11	523693
YGL013C	YGR035C	+	7	470695	7	557247
YBR049C	YDR214W	+	2	335602	4	893401
YDR259C	YLR137W	binding enriched	4	975206	12	417557
YNL330C	YOR195W	binding enriched	14	18651	15	714098
YLR176C	YHR072W	binding enriched	12	509014	8	240195
YDL170W	YNR039C	binding enriched	4	157111	14	698522
YER159C	YDR328C	binding enriched	5	491744	4	1125726
YOR344C	YOL127W	-	15	977631	15	80769
YNL103W	YPL055C	?	14	428744	16	454491
YLR418C	YPL061W	+	12	957504	16	433339
YJL089W	YHR179W	+	10	267170	8	463103
YDL106C	YGL027C	binding enriched	4	271061	7	444892
YGR252W	YML013W	binding enriched	7	997528	13	245026
YGL254W	YLR297W	-	7	22753	12	724238
YGR252W	YDR027C	binding enriched	7	997528	4	495983
YDL106C	YCL030C	+	4	271061	3	67133
YGL073W	YCL037C	+	7	370003	3	58026
YML007W	YIL013C	binding enriched	13	254824	9	330324
YDR392W	YBR072W	binding enriched	4	1259202	2	382352
YDR146C	YBR070C	binding enriched	4	749677	2	379577
YDR463W	YOR045W	binding enriched	4	1387595	15	413944
YHR084W	YGR149W	+	8	275207	7	789680
YIL101C	YDR294C	binding enriched	9	176278	4	1051343
YIL101C	YDR238C	binding enriched	9	176278	4	939355
YPR133C	YFR006W	binding enriched	16	796594	6	156948
YDL005C	YPR023C	binding enriched	4	441661	16	609428
YJL127C	YGL121C	?	10	183259	7	280967
YDR259C	YOR252W	binding enriched	4	975206	15	803935
YGR116W	YKL179C	binding enriched	7	722586	11	111483
YOR344C	YDR170W-A	+	15	977631	4	803856
YGL073W	YGL234W	+	7	370003	7	57686
YDR169C	YKL096W	+	4	793118	11	261491
YLR071C	YER089C	binding enriched	12	277002	5	336643
YOL148C	YBR287W	+	15	46667	2	777212
YPL075W	YHL015W	+	16	413808	8	75594
YPR086W	YML130C	binding enriched	16	710619	13	12328
YIL101C	YPL032C	binding enriched	9	176278	16	490125
YBR083W	YDL161W	+	2	409899	4	168396
YOR110W	YHR214C-B	binding enriched	15	529594	8	546655
YLR403W	YBR005W	?	12	926593	2	246226
YOR174W	YAL021C	binding enriched	15	659174	1	112102
YPR086W	YOR347C	binding enriched	16	710619	15	985702
YLR403W	YER014W	?	12	926593	5	183409
YNL103W	YDR254W	?	14	428744	4	965801
YGR252W	YML130C	binding enriched	7	997528	13	12328
YGR252W	YDR171W	binding enriched	7	997528	4	807184
YIL101C	YKL070W	binding enriched	9	176278	11	306465
YOR110W	YBR167C	binding enriched	15	529594	2	571679
YJL127C	YJR153W	?	10	183259	10	723357
YDR259C	YCR032W	binding enriched	4	975206	3	182771
YDR423C	YOR129C	+	4	1318660	15	568217
YNL216W	YLL024C	+	14	242930	12	96525
YLR403W	YDL084W	?	12	926593	4	305907
YIL101C	YGR152C	binding enriched	9	176278	7	795083
YOR344C	YHR214C-B	+	15	977631	8	546655
YOL004W	YOR302W	binding enriched	15	319243	15	882803
YIL036W	YMR230W	+	9	286547	13	732777
YPR104C	YBR066C	binding enriched	16	735028	2	370368
YLR403W	YER174C	?	12	926593	5	538801
YJL127C	YAL068C	-	10	183259	1	1988
YDR259C	YJL136C	binding enriched	4	975206	10	156911
YJL127C	YBR012W-B	-	10	183259	2	262504
YCR084C	YLR153C	+	3	261381	12	446549
YDR207C	YOL021C	binding enriched	4	866267	15	283923
YLR403W	YGR003W	?	12	926593	7	501249
YJL127C	YNL270C	?	10	183259	14	136800
YGR252W	YBR195C	binding enriched	7	997528	2	611248
YLR403W	YGR217W	?	12	926593	7	927755
YGR252W	YJR041C	binding enriched	7	997528	10	512001
YGL013C	YOR102W	-	7	470695	15	516598
YPR086W	YGR224W	binding enriched	16	710619	7	943726
YDR213W	YMR042W	+	4	891121	13	352869
YIL036W	YAL038W	+	9	286547	1	72537
YIL101C	YMR179W	binding enriched	9	176278	13	620996
YLR403W	YKR097W	-	12	926593	11	631976
YER111C	YCL040W	-	5	384235	3	51589
YBR279W	YPL254W	binding enriched	2	761925	16	70218
YDR451C	YLL026W	-	4	1361650	12	89986
YPL254W	YOR234C	+	16	70218	15	778980
YGL073W	YLL023C	+	7	370003	12	98416
YMR037C	YNL122C	binding enriched	13	345460	14	398196
YNL216W	YJR145C	+	14	242930	10	702547
YDR259C	YKL203C	binding enriched	4	975206	11	59647
YNL216W	YDR158W	+	14	242930	4	770905
YNL216W	YJR074W	+	14	242930	10	573423
YOR110W	YER059W	binding enriched	15	529594	5	273255
YGL025C	YOR382W	+	7	449360	15	1059761
YJL127C	YNL077W	?	10	183259	14	482184
YHL020C	YJL153C	-	8	66849	10	135132
YDL170W	YMR118C	binding enriched	4	157111	13	502439
YLR403W	YDR046C	?	12	926593	4	549669
YOR110W	YCR020C	binding enriched	15	529594	3	154335
YJL127C	YLL056C	?	10	183259	12	27857
YLR176C	YJR075W	binding enriched	12	509014	10	574576
YGL073W	YFL014W	+	7	370003	6	107420
YNL330C	YKL180W	binding enriched	14	18651	11	109699
YPR086W	YDR148C	binding enriched	16	710619	4	754370
YER159C	YOR142W	binding enriched	5	491744	15	593551
YDR207C	YDR046C	binding enriched	4	866267	4	549669
YDR043C	YMR316W	+	4	543021	13	905330
YDR253C	YIR017C	bound	4	964277	9	383837
YER159C	YHR037W	binding enriched	5	491744	8	182840
YOR174W	YAL047C	binding enriched	15	659174	1	55923
YJL127C	YMR288W	?	10	183259	13	847028
YNL257C	YLR194C	+	14	162475	12	541191
YIL101C	YGL022W	binding enriched	9	176278	7	453482
YPL202C	YOR385W	+	16	168713	15	1065479
YPR086W	YPL017C	binding enriched	16	710619	16	519483
YDR207C	YPL068C	binding enriched	4	866267	16	424655
YGR252W	YIR039C	binding enriched	7	997528	9	431304
YDR392W	YHR081W	binding enriched	4	1259202	8	267815
YDR423C	YPL013C	-	4	1318660	16	529167
YDL170W	YGR148C	binding enriched	4	157111	7	787545
YER111C	YNL298W	binding enriched	5	384235	14	70179
YDR207C	YCL040W	binding enriched	4	866267	3	51589
YLR071C	YGL161C	binding enriched	12	277002	7	199676
YDR253C	YIL055C	bound	4	964277	9	252983
YIL036W	YLR180W	+	9	286547	12	515836
YBR049C	YNL186W	binding enriched	2	335602	14	290687
YNL216W	YAL003W	+	14	242930	1	142667
YNL216W	YHR037W	+	14	242930	8	182840
YLR403W	YLR300W	-	12	926593	12	729628
YHR084W	YHL021C	+	8	275207	8	65160
YDR259C	YIL029C	binding enriched	4	975206	9	301043
YDR259C	YDR536W	binding enriched	4	975206	4	1508859
YCR084C	YOL154W	-	3	261381	15	35032
YDR463W	YLL029W	binding enriched	4	1387595	12	82585
YBR049C	YBL029C-A	binding enriched	2	335602	2	164630
YGR249W	YLR346C	+	7	988734	12	822439
YER159C	YLL041C	binding enriched	5	491744	12	53531
YMR182C	YML100W	-	13	624849	13	72272
YOL051W	YKL177W	+	15	236562	11	114525
YGL073W	YOR047C	+	7	370003	15	417014
YPL075W	YOR374W	-	16	413808	15	1040619
YMR016C	YGR052W	-	13	304414	7	594150
YLR071C	YGR231C	binding enriched	12	277002	7	953014
YER159C	YDL001W	binding enriched	5	491744	4	448630
YJL127C	YBR174C	?	10	183259	2	582495
YHR058C	YGR204W	binding enriched	8	219440	7	907354
YDR259C	YOL133W	binding enriched	4	975206	15	70507
YCR084C	YBR177C	binding enriched	3	261381	2	585484
YGR252W	YHL027W	binding enriched	7	997528	8	52049
YPL139C	YMR236W	+	16	290360	13	743207
YIL036W	YER037W	-	9	286547	5	226371
YNL216W	YDL055C	binding enriched	14	242930	4	356216
YKL032C	YPL089C	-	11	380961	16	380135
YHL020C	YNL273W	+	8	66849	14	124741
YDR259C	YJR072C	binding enriched	4	975206	10	571545
YGL073W	YMR251W-A	+/-	7	370003	13	774841
YGL244W	YOL058W	-	7	42336	15	219842
YIL101C	YIR024C	binding enriched	9	176278	9	403166
YJL127C	YPL136W	?	10	183259	16	296470
YNL068C	YGR161W-C	binding enriched	14	496995	7	810366
YGR252W	YOL060C	binding enriched	7	997528	15	215077
YDR253C	YNL160W	bound	4	964277	14	337077
YDR451C	YCR021C	-	4	1361650	3	156608
YGL073W	YBR084C-A	+	7	370003	2	414723
YNL216W	YDR510W	+	14	242930	4	1469552
YBR083W	YOR248W	+	2	409899	15	798164
YLR403W	YFL013C	?	12	926593	6	108891
YOR230W	YLR266C	binding enriched	15	771456	12	676671
YDR259C	YDL169C	binding enriched	4	975206	4	158399
YDR259C	YLR291C	binding enriched	4	975206	12	718889
YIL036W	YPL106C	+	9	286547	16	351234
YIL131C	YLL050C	binding enriched	9	101508	12	40109
YBR049C	YDL150W	binding enriched	2	335602	4	183977
YDL005C	YIL003W	binding enriched	4	441661	9	349562
YOR110W	YLR001C	binding enriched	15	529594	12	152683
YLR071C	YMR196W	binding enriched	12	277002	13	656709
YLR176C	YOL163W	binding enriched	12	509014	15	9851
YBR112C	YBR139W	binding enriched	2	464320	2	516427
YPL254W	YGR034W	+	16	70218	7	556242
YIL101C	YLR032W	binding enriched	9	176278	12	206745
YBR112C	YMR105W-A	binding enriched	2	464320	13	478161
YIL101C	YDR502C	binding enriched	9	176278	4	1453887
YIL101C	YOL043C	binding enriched	9	176278	15	248963
YLR071C	YGR211W	binding enriched	12	277002	7	915971
YML007W	YLR385C	binding enriched	13	254824	12	893191
YGR252W	YJL143W	binding enriched	7	997528	10	147339
YGR252W	YHR174W	binding enriched	7	997528	8	451983
YDL170W	YCL030C	binding enriched	4	157111	3	67133
YOR110W	YBR254C	binding enriched	15	529594	2	723999
YDR259C	YOL077C	binding enriched	4	975206	15	186285
YLR403W	YIL134W	?	12	926593	9	97862
YLR403W	YFL064C	-	12	926593	6	3584
YIL131C	YER170W	binding enriched	9	101508	5	526312
YGL071W	YJL200C	+	7	373048	10	57628
YDR463W	YNL146W	+	4	1387595	14	351866
YDR253C	YDR111C	bound	4	964277	4	679002
YDR463W	YCR051W	binding enriched	4	1387595	3	214405
YDR423C	YLR072W	-	4	1318660	12	279902
YLR176C	YDR003W-A	binding enriched	12	509014	4	454843
YJL127C	YDR469W	?	10	183259	4	1399278
YDL170W	YOR031W	binding enriched	4	157111	15	389317
YHR084W	YBL002W	+	8	275207	2	236689
YLR403W	YGR280C	?	12	926593	7	1051317
YCR084C	YOR153W	binding enriched	3	261381	15	622107
YLR403W	YLR162W	+	12	926593	12	489751
YLR014C	YLR420W	+	12	173625	12	964332
YNL216W	YDR226W	+	14	242930	4	916820
YDR259C	YDR496C	binding enriched	4	975206	4	1442418
YDL170W	YER096W	binding enriched	4	157111	5	352467
YLR403W	YMR080C	?	12	926593	13	428169
YKL112W	YAR009C	+	11	227667	1	162392
YDL170W	YNR067C	binding enriched	4	157111	14	757422
YML007W	YHL015W-A	binding enriched	13	254824	8	74740
YLR014C	YKL216W	+	12	173625	11	25687
YBR049C	YPL118W	binding enriched	2	335602	16	327145
YLR403W	YLR175W	+	12	926593	12	506859
YDR463W	YDL195W	binding enriched	4	1387595	4	109118
YOR174W	YLR376C	binding enriched	15	659174	12	873190
YLR403W	YGL189C	+	12	926593	7	148408
YGL073W	YHR174W	+	7	370003	8	451983
YIR023W	YLR194C	+	9	401233	12	541191
YDR259C	YLR154C-H	binding enriched	4	975206	12	468892
YML007W	YCR005C	binding enriched	13	254824	3	121637
YLR176C	YNL156C	binding enriched	12	509014	14	341518
YGL073W	YGR214W	+	7	370003	7	921181
YDR463W	YDL133C-A	binding enriched	4	1387595	4	221762
YMR182C	YCL040W	-	13	624849	3	51589
YLR403W	YCR014C	+	12	926593	3	140059
YDL005C	YLR209C	binding enriched	4	441661	12	561264
YDR397C	YKL150W	binding enriched	4	1266632	11	166998
YGR252W	YMR105C	binding enriched	7	997528	13	476751
YLR403W	YHR063C	?	12	926593	8	224599
YJL127C	YPR071W	?	10	183259	16	688489
YBR083W	YPR158W-B	+	2	409899	16	847344
YIL101C	YEL032W	binding enriched	9	176278	5	88394
YPL254W	YMR142C	+	16	70218	13	550706
YNL216W	YGL037C	binding enriched	14	242930	7	427622
YER109C	YLL026W	-	5	376414	12	89986
YPR104C	YOL060C	binding enriched	16	735028	15	215077
YDR463W	YJL058C	binding enriched	4	1387595	10	327057
YLR176C	YOL062C	binding enriched	12	509014	15	211257
YOR110W	YDR379C-A	binding enriched	15	529594	4	1233397
YIL131C	YLR117C	binding enriched	9	101508	12	383502
YDR253C	YBR151W	bound	4	964277	2	545503
YNL236W	YHR188C	+	14	208392	8	482921
YPL042C	YOR175C	-	16	473873	15	660744
YNL103W	YPL244C	?	14	428744	16	87523
YOL148C	YBR162C	+	15	46667	2	563886
YBR279W	YOR222W	binding enriched	2	761925	15	758791
YOL004W	YFR009W	+	15	319243	6	163617
YNL236W	YPL106C	+	14	208392	16	351234
YIL131C	YDL195W	binding enriched	9	101508	4	109118
YNL216W	YJR131W	binding enriched	14	242930	10	668468
YNR010W	YLR231C	+	14	643968	12	606438
YOL004W	YFL031W	+	15	319243	6	75663
YLR176C	YER078C	binding enriched	12	509014	5	317574
YDR423C	YFL023W	-	4	1318660	6	92181
YJL127C	YER117W	+	10	183259	5	397211
YLR403W	YDL247W	-	12	926593	4	6899
YOR174W	YHR115C	binding enriched	15	659174	8	340734
YIR018W	YGL040C	binding enriched	9	384977	7	420041
YLR071C	YDR153C	binding enriched	12	277002	4	767353
YIL036W	YBR054W	-	9	286547	2	343618
YNL236W	YER086W	+	14	208392	5	329342
YDR463W	YCL030C	binding enriched	4	1387595	3	67133
YLR098C	YMR045C	binding enriched	12	338500	13	359993
YLR403W	YJL049W	-	12	926593	10	346649
YGR252W	YPL075W	binding enriched	7	997528	16	413808
YPL075W	YGR151C	-	16	413808	7	794822
YLR403W	YLR265C	-	12	926593	12	674941
YIL036W	YGR094W	+	9	286547	7	673843
YDR392W	YFL016C	binding enriched	4	1259202	6	105468
YBR083W	YPR158W-A	+	2	409899	16	845370
YPR086W	YNL011C	binding enriched	16	710619	14	612503
YBR081C	YJR127C	binding enriched	2	403252	10	660988
YOL148C	YOR063W	+	15	46667	15	445267
YOR110W	YOR117W	binding enriched	15	529594	15	545681
YER159C	YLR228C	binding enriched	5	491744	12	601241
YLR403W	YAR029W	?	12	926593	1	186433
YCR084C	YHR119W	+	3	261381	8	347664
YHR006W	YHR137W	+	8	118626	8	376479
YDR423C	YIR020C	+	4	1318660	9	394406
YPR086W	YPL167C	binding enriched	16	710619	16	234850
YOL004W	YBR296C	+	15	319243	2	797660
YLR403W	YJR094C	-	12	926593	10	605110
YJL127C	YNL228W	?	10	183259	14	221033
YKL109W	YBR158W	+	11	233059	2	557373
YIR018W	YGR049W	binding enriched	9	384977	7	591595
YIL131C	YHL017W	binding enriched	9	101508	8	71075
YNL199C	YGR035C	+	14	265728	7	557247
YOR174W	YOR273C	binding enriched	15	659174	15	835441
YDR259C	YOR008C-A	binding enriched	4	975206	15	342969
YOR110W	YKL069W	binding enriched	15	529594	11	307556
YDR392W	YGR175C	+	4	1259202	7	847678
YLR403W	YER178W	?	12	926593	5	547448
YDL170W	YGL237C	binding enriched	4	157111	7	53129
YIR018W	YAL064C-A	?	9	384977	1	13553
YJL127C	YEL062W	?	10	183259	5	35330
YDL005C	YBR241C	binding enriched	4	441661	2	703322
YDR259C	YMR027W	binding enriched	4	975206	13	326583
YDR207C	YDL194W	binding enriched	4	866267	4	112907
YNL236W	YKL043W	+	14	208392	11	357298
YNL103W	YHR176W	?	14	428744	8	454878
YPR133C	YGR250C	binding enriched	16	796594	7	992348
YJL127C	YBR120C	?	10	183259	2	480679
YOR110W	YGL184C	binding enriched	15	529594	7	155313
YDR463W	YOL087C	binding enriched	4	1387595	15	156962
YOR110W	YDL065C	binding enriched	15	529594	4	336763
YER159C	YDL020C	binding enriched	5	491744	4	415910
YHR206W	YOR312C	binding enriched	8	513666	15	900722
YLR176C	YPR118W	binding enriched	12	509014	16	768369
YLR403W	YAR019C	?	12	926593	1	173673
YDR259C	YHL044W	binding enriched	4	975206	8	13918
YLR403W	YDR007W	-	12	926593	4	462179
YPR104C	YOL100W	binding enriched	16	735028	15	130859
YDR259C	YLR193C	binding enriched	4	975206	12	540272
YJL127C	YLL055W	?	10	183259	12	30906
YNL236W	YER190W	+	14	208392	5	574002
YDL170W	YGL151W	binding enriched	4	157111	7	219223
YDR259C	YOR357C	binding enriched	4	975206	15	1009468
YDR423C	YOL140W	+	4	1318660	15	59394
YNL236W	YBR039W	+	14	208392	2	316042
YGR252W	YEL017W	binding enriched	7	997528	5	124163
YGR104C	YPR080W	binding enriched	7	697906	16	701282
YBR049C	YMR122W-A	binding enriched	2	335602	13	511442
YPL254W	YBL033C	binding enriched	16	70218	2	159174
YDR392W	YCL020W	+	4	1259202	3	85760
YPL075W	YDR002W	+	16	413808	4	453347
YOR344C	YDR034C-C	+	15	977631	4	518698
YLR071C	YDL170W	binding enriched	12	277002	4	157111
YLR403W	YOR279C	-	12	926593	15	844164
YLR403W	YOR202W	+	12	926593	15	722277
YIL101C	YER052C	binding enriched	9	176278	5	257166
YLR071C	YLL051C	binding enriched	12	277002	12	38402
YPR086W	YOR228C	binding enriched	16	710619	15	767323
YOR110W	YBR222C	binding enriched	15	529594	2	667535
YLR403W	YKL080W	?	12	926593	11	285619
YLR055C	YLR419W	binding enriched	12	252176	12	960581
YMR280C	YML100W	+	13	829178	13	72272
YLR176C	YMR195W	binding enriched	12	509014	13	654225
YBR049C	YGR026W	binding enriched	2	335602	7	533403
YGR252W	YGR207C	binding enriched	7	997528	7	911235
YNL216W	YLR029C	+	14	242930	12	202283
YPL075W	YMR217W	+	16	413808	13	702578
YLR403W	YNL108C	?	12	926593	14	419420
YDL170W	YMR242C	binding enriched	4	157111	13	753722
YLR403W	YDL148C	?	12	926593	4	189370
YJR127C	YNL206C	binding enriched	10	660988	14	257471
YML007W	YNL155W	-	13	254824	14	342928
YNL216W	YBR105C	-	14	242930	2	451425
YGR104C	YPL186C	binding enriched	7	697906	16	194969
YNL236W	YPL179W	+	14	208392	16	208981
