id	x	y	z
YDL231C	102.847	36.56	91.597
YGR116W	112.751	110.881	119.885
YAL065C	85.757	61.569	18.432
YOR343C	52.544	40.008	127.554
YEL074W	85.75	129.242	74.869
YGL230C	69.791	83.004	136.647
YIL069C	100.597	115.809	86.857
YJR083C	75.643	59.864	55.66
YOL159C	47.335	59.185	62.122
YKR084C	138.076	37.862	36.44
YAL030W	107.449	82.522	18.05
YGL147C	68.689	95.41	116.311
YBR263W	120.229	90.481	140.147
tG(GCC)F1	117.68	98.843	22.167
YOL086C	82.653	52.062	76.05
YBL001C	119.53	106.963	33.939
YNR035C	67.343	91.734	35.93
YBR129C	150.125	96.989	120.947
YDR290W	126.225	20.701	120.879
YDR019C	121.574	75.95	53.105
YBR150C	130.068	83.9	120.369
YDL160C	108.479	12.493	76.818
YBR232C	120.767	84.437	127.862
YKL006W	124.933	89.71	21.749
YIR042C	93.823	108.23	41.236
YFL031C-A	129.791	96.748	33.869
YER119C	78.01	88.885	114.048
YLR048W	78.143	116.695	80.157
YDR381C-A	112.964	16.145	133.892
YMR196W	154.479	53.308	117.866
YKR105C	144.116	46.724	42.645
YPR071W	154.495	55.985	64.929
YCR001W	130.726	122.416	28.016
YKL068W-A	111.508	41.865	43.592
tF(GAA)P1	137.754	92.863	23.582
YJL133C-A	58.451	80.639	82.004
tF(GAA)P2	149.845	69.459	46.283
YDL032W	122.982	68.682	51.088
YMR252C	141.183	53.96	131.722
YCR101C	154.426	120.923	81.539
YGL246C	77.604	87.625	127.856
snR161	148.438	111.632	76.521
YCR054C	139.044	105.855	85.992
YDR045C	159.601	55.415	64.014
YPL232W	147.845	65.527	128.705
tK(UUU)D	129.511	45.108	57.332
YEL017W	88.897	121.523	31.849
YGR252W	93.907	83.766	135.752
YMR322C	125.855	54.68	128.135
tI(AAU)L2	96.577	97.125	199.348
YGR003W	116.354	121.089	39.413
YDR517W	103.259	12.465	115.627
YGL043W	79.393	118.577	75.881
YOR256C	52.974	33.397	104.983
YPR011C	143.723	84.233	30.993
YKR057W	130.092	41.258	30.302
YLL061W	98.791	106.86	68.463
YDR110W	143.176	24.863	85.401
YPR044C	147.211	59.778	62.348
YAR010C	105.342	110.64	4.655
YLR390W-A	88.767	102.019	197.345
YDR419W	100.413	19.594	125.794
YOR361C	67.34	49.433	120.087
YOR221C	65.41	16.965	95.002
YPL214C	142.676	47.014	126.901
YGR029W	110.341	136.409	68.166
YBL108C-A	107.836	128.319	102.117
YDL199C	104.043	18.303	93.402
YGL165C	78.094	82.643	114.93
YDR068W	151.462	32.104	68.356
YOR334W	54.42	38.062	122.375
YOL064C	79.762	48.471	44.072
YBL023C	122.916	108.401	62.291
YOR274W	58.287	30.031	107.065
YHR213W	147.888	125.976	115.542
YOR329C	57.673	36.036	120.988
YER151C	80.702	67.349	106.559
YOL024W	99.494	67.663	33.005
YPL209C	146.698	47.115	122.005
YOR382W	72.501	56.126	122.89
YDR124W	145.338	28.323	86.213
tI(UAU)L	90.387	114.071	194.372
YNL267W	78.202	48.279	103.734
YJL143W	48.67	81.678	83.66
YLL047W	90.407	105.088	60.81
YDR258C	127.659	15.911	115.108
YLR461W	90.091	94.693	197.48
tI(UAU)D	124.953	27.712	106.591
YPL254W	150.538	65.553	122.829
YNL307C	63.742	23.282	96.644
YFL063W	111.303	53.858	53.69
YLL012W	107.887	109.152	33.182
YCL052C	127.856	118.359	54.908
YLR438W	105.971	90.196	197.408
YBR255C-A	120.975	91.075	135.592
YOR296W	58.569	33.143	114.417
YHR032W-A	139.284	93.277	63.383
YJL044C	81.147	79.355	45.569
YCLX09W	121.142	115.737	42.002
YNL190W	85.995	52.839	83.297
YDR234W	127.178	15.526	109.985
YDL239C	95.528	34.187	88.327
YER039C	81.951	95.022	64.934
YIR029W	100.551	111.778	37.837
YEL060C	86.876	116.88	73.623
YKR049C	124.49	52.915	34.548
tS(GCU)O	98.299	65.41	33.713
YDR274C	123.422	20.809	115.143
YLR101C	96.972	106.387	93.062
YDL149W	110.194	14.994	70.423
YBL107W-A	108.34	127.9	101.5
YER149C	80.339	66.797	105.661
YML026C	141.734	84.987	45.547
YPR066W	155.569	54.309	60.767
YBL037W	128.965	121.269	82.201
YDL026W	125.393	77.363	47.736
YDR229W	124.935	19.08	109.45
YJR075W	77.1	61.896	53.189
YPR124W	155.76	43.503	67.706
YNL210W	74.603	48.564	71.203
YDL181W	107.209	22.111	87.365
YLR127C	90.057	119.292	107.324
YER017C	85.822	108.17	44.842
YBR022W	132.007	109.245	64.233
YER177W	56.908	84.227	104.598
snR41	147.85	56.003	77.011
YML048W	160.353	74.663	61.171
YCRX03C	129.564	106.104	68.662
YLR027C	89.853	112.031	56.469
YDL132W	112.836	23.321	74.074
YBL064C	121.304	110.597	93.457
YHR097C	146.688	88.178	98.219
YKL221W	120.487	16.603	63.603
YMR096W	153.223	45.975	84.146
YGR229C	96.193	84.399	141.706
YLR167W	91.093	127.627	175.65
YMR270C	139.594	52.782	126.583
YLR293C	98.509	109.668	198.097
YLR228C	92.26	116.555	193.439
YJR053W	67.301	57.746	37.799
YFL034W	126.108	94.237	40.587
YGR182C	102.798	100.001	136.541
YJL171C	43.124	57.62	84.461
YHR120W	154.628	89.126	95.146
YDR374C	111.366	17.894	133.532
YMR237W	144.495	56.803	127.278
YHR061C	157.676	94.987	84.581
RUF20	119.531	103.152	19.604
YDR453C	102.158	25.087	120.816
YDL167C	108.595	8.31	74.995
YLR388W	92.337	102.152	198.582
YHL026C	155.401	101.4	43.146
YKL069W	110.936	40.985	42.279
YHR173C	135.996	101.166	101.188
YMR003W	124.09	100.941	33.96
YPL177C	136.004	71.106	104.261
YLR373C	101.421	106.59	198.966
YKL092C	108.591	31.536	44.4
YDR322C-A	127.779	21.028	127.466
YLR260W	85.841	114.354	191.756
YDL241W	90.101	34.705	90.085
YKL152C	99.061	31.08	55.083
YJR035W	84.694	73.963	40.356
YNL277W-A	81.941	48.758	102.034
YJR019C	76.367	75.924	20.612
YBL082C	123.534	112.747	101.242
YDL081C	129.24	36.673	64.511
YIR034C	100.641	105.916	39.419
YMR138W	161.858	54.942	102.598
YBL108W	108.084	128.028	101.794
YGL013C	110.505	112.596	47.331
YFL018C	119.644	97.789	28.12
YDR149C	138.932	25.497	94.609
YJL139C	53.181	81.311	83.531
YGR207C	106.271	80.149	127.089
YDR212W	123.673	29.701	106.933
YAR050W	75.446	111.174	4.565
YNL052W	68.294	88.78	59.873
YPL097W	164.274	68.479	93.594
YOR273C	56.237	28.308	107.375
YLR066W	98.543	123.309	80.93
YDR334W	119.551	20.686	129.125
YGL213C	79.838	84.627	123.192
YDR231C	125.229	18.308	109.361
YMR038C	147.72	55.342	53.825
YJL066C	63.573	72.431	48.761
YIR020C-B	101.478	120.079	33.294
YNL025C	76.407	98.037	27.07
YOR106W	83.88	23.508	66.039
YGR121W-A	106.072	108.138	120.697
YGR091W	101.417	114.679	109.837
YDL232W	102.389	36.843	91.181
YKL135C	101.815	32.552	63.772
YJL010C	96.029	94.131	21.171
YPL119C	157.52	59.206	110.691
YDL104C	121.243	28.652	65.405
YLR242C	83.138	110.525	192.068
YMR031W-A	143.229	64.544	51.476
YOR342C	53.795	39.975	127.484
YJR148W	78.526	48.688	73.362
YFR029W	125.107	71.367	10.076
YHR186C	134.904	92.85	108.493
YBR153W	127.186	81.628	119.438
YJR082C	75.319	59.754	55.227
YOR073W	81.9	33.842	48.897
YOL087C	83.341	50.063	75.758
YJL004C	101.376	94.248	23.561
YAL037W	102.46	73.381	15.256
YOR008C	103.489	86.59	21.336
YNL273W	81.285	47.15	101.423
YGL146C	68.879	95.136	115.877
YDR291W	125.711	20.662	120.249
YCR051W	136.707	105.551	83.079
YBR262C	120.157	90.18	139.341
YMR289W	124.386	57.378	123.586
YER070W	65.145	102.472	98.329
YPL199C	140.452	51.935	113.169
YML101C-A	141.366	67.211	77.981
YAL015C	111.538	100.221	15.698
YFL036W	122.921	91.867	43.878
YBR240C	122.592	97.399	136.366
YDL209C	106.612	32.479	94.377
YIL157C	73.086	118.163	97.17
YGR205W	106.044	79.46	125.934
YIL051C	99.038	125.497	75.118
YPL057C	170.887	85.061	66.26
YMR030W-A	144.736	62.962	51.271
YNL074C	59.266	86.871	77.64
YDR365C	116.869	11.608	140.044
YPL151C	134.733	64.432	102.45
YKL007W	124.736	88.036	23.302
YLR308W	109.397	104.814	197.802
YNL169C	79.833	57.325	91.626
YFR034C	121.105	72.644	21.099
YLR180W	94.005	125.626	183.697
YJL213W	56.771	60.365	84.92
YNL112W	63.095	63.364	89.198
YHL047C	153.266	98.662	55.604
YLR406C	88.776	100.081	197.518
YOR335C	53.467	38.249	123.361
YDR354C-A	119.513	13.502	130.365
YDR416W	99.118	16.172	127.604
YOR277C	60.512	31.503	106.87
YDR160W	147.775	22.597	98.682
YKL100W-A	108.673	36.334	53.885
YPR074W-A	153.922	53.121	67.348
YOL065C	79.793	48.501	44.85
YGL251C	81.685	85.897	122.62
YDR097C	136.722	30.562	75.068
YBL022C	121.742	106.349	60.176
YGL164C	77.646	82.694	114.471
YOL130W	62.736	49.638	73.912
YDR125C	144.579	28.549	86.622
YJR037W	83.988	72.807	40.411
YHR214W	149.057	127.592	116.551
YEL038W	81.903	113.915	52.312
YCL014W	126.086	124.684	32.565
YLR460C	91.12	95.958	198.046
YDR286C	127.716	19.169	122.111
YLL046C	90.407	105.088	60.81
YMR135W-A	157.052	55.196	101.278
YLR051C	80.743	118.117	80.494
YMR028W	139.194	67.809	50.222
YLR004C	99.211	101.224	27.587
YGR224W	97.237	82.304	138.582
YFR012W	117.172	96.688	25.467
YNL280C	77.651	46.012	103.344
YDR007W	126.277	86.991	40.473
YIL160C	72.9	116.585	92.337
YIL073C	103.67	110.073	85.49
YGR222W	98.079	81.858	137.457
YNR072W	63.314	97.905	54.487
YHR180C-B	132.314	90.226	105.518
YPR089W	147.332	55.139	75.048
YBR233W	120.792	84.69	128.128
YPL122C	153.294	61.161	109.082
YOL047C	95.601	53.977	41.248
YKL113C	106.233	32.62	58.186
YDL086W	126.074	32.379	61.839
YHR012W	128.506	100.237	44.475
YIL022W	109.303	121.657	42.692
YNL248C	58.517	41.695	85.182
YHR202W	128.842	104.434	109.226
YMR313C	119.27	60.285	118.141
YKL028W	126.905	61.049	21.017
YDR336W	122.113	16.699	133.939
YOR055W	85.112	43.852	41.862
YOR088W	84.149	35.298	61.483
YLR326W	116.582	99.688	194.637
YGL179C	71.696	87.631	124.86
YER114C	83.24	90.88	109.736
YGR120C	107.179	109.938	120.988
YML132W	117.419	66.917	86.551
YBR025C	136.895	108.557	68.526
YML001W	127.819	102.984	30.852
YLL028W	98.066	123.889	52.732
YDL186W	106.057	23.293	88.481
YDR437W	104.699	16.628	120.487
YER016W	86.137	108.767	43.665
YBR127C	149.134	95.331	119.822
YDR438W	104.955	17.818	120.033
YDR073W	144.3	32.47	70.623
YLR124W	90.701	119.264	103.652
YER170W	61.773	89.111	106.442
YPL096C-A	164.584	69.234	93.641
YKL222C	121.763	15.776	61.91
YML058W-A	169.409	75.566	64.247
YLR026C	90.645	111.345	55.629
YLR139C	99.333	110.532	116.29
YJR065C	74.156	61.852	46.538
YHR094C	148.059	87.341	93.899
YHR008C	129.584	102.79	39.819
YMR277W	129.831	53.621	118.444
YMR095C	152.451	46.035	83.886
YML049C	162.392	73.701	60.993
YOL092W	84.26	42.843	69.03
YCR068W	140.144	117.055	86.028
YLR446W	106.291	92.33	198.001
YGL125W	79.384	90.007	103.295
YLR164W	91.471	128.126	171.41
YKR104W	142.168	46.866	42.213
YDL033C	122.817	68.319	51.26
YOL144W	49.686	49.14	60.797
YHR209W	138.963	113.801	108.233
YOR345C	44.332	44.824	124.587
YGL247W	78.085	87.659	127.279
YER116C	80.739	90.03	111.96
YMR160W	157.325	54.054	105.804
YHR098C	146.238	87.767	98.882
YCR100C	154.971	120.393	81.616
tA(UGC)L	77.213	117.937	63.614
YPL010W	131.334	91.036	28.759
YCL073C	133.619	128.44	68.203
YMR197C	153.429	53.732	118.717
YAR071W	67.174	103.725	6.681
YDR516C	103.48	14.464	116.192
YPL233W	147.702	65.44	128.07
YOR255W	54.364	32.966	104.619
YIL063C	96.266	124.165	84.372
YOR200W	75.189	23.737	94.646
YDR210W	132.815	19.641	108.462
YGR251W	94.525	83.177	134.837
YLL060C	99.713	104.961	67.635
YPR047W	145.672	61.168	63.592
YDR246W-A	126.461	23.279	110.402
YKL219W	116.274	20.144	65.552
YDR044W	159.301	56.116	63.546
YOR188W	78.005	19.317	85.291
YJR005C-A	90.17	86.167	20.407
YEL016C	89.914	120.692	31.717
YOL128C	65.289	49.085	75.411
YJR032W	81.178	72.771	36.393
YIR037W	98.924	105.836	40.045
YIR030W-A	100.763	110.48	38.175
YGR129W	103.685	94.158	116.16
YMR073C	137.515	38.542	61.483
YAR018C	102.134	111.642	7.202
YFL019C	120.325	98.657	28.344
YMR139W	162.64	54.81	102.784
YHR009C	128.859	101.876	41.211
YDL080C	130.081	36.701	64.737
YOR172W	78.727	17.76	93.669
YPR158W-A	146.829	24.988	73.366
YOR105W	84.034	23.647	65.843
YDR541C	97.461	15.176	109.193
YDR213W	123.644	30.049	107.325
YGL010W	112.866	112.286	43.007
YNL053W	67.456	88.985	60.783
YDR340W	123.317	15.985	135.244
YHR185C	133.458	90.684	106.927
YNL322C	63.708	24.003	113.804
YDR269C	124.756	19.118	114.891
YGR208W	106.493	80.826	128.252
YNL024C	78.536	98.547	27.147
YLR193C	96.051	124.421	186.463
YPR078C	153.685	51.398	67.873
YCR075C	135.029	115.595	79.655
YJL121C	56.372	79.328	67.868
YFL062W	110.183	54.077	53.335
YNL197C	86.396	51.928	72.278
YMR055C	145.451	45.029	60.731
YLR439W	107.22	90.628	197.24
YCR020C	137.54	113.409	54.535
YDR450W	101.569	22.43	121.22
YOR059C	84.244	39.604	46.287
YCL051W	127.214	118.845	53.935
YOR190W	78.296	18.683	85.251
YCR097W	153.366	120.145	82.922
YBL039C-A	129.261	123.749	84.072
YPR165W	142.492	30.841	77.848
YJL047C	74.252	78.38	44.975
YER038C	82.628	94.769	64.014
YDR275W	123.534	20.876	115.233
YHR049W	157.554	101.29	77.593
YEL061C	88.012	115.118	74.178
YBR007C	124.469	109.908	39.356
YLR175W	90.095	125.304	181.856
YPL001W	135.69	95.104	22.885
YGR021W	112.579	128.148	56.767
YHR194W	134.097	99.38	113.723
YGR288W	88.88	100.384	149.72
YOR295W	57.704	32.761	113.695
YLR102C	96.668	106.546	93.175
YJL038C	91.092	79.853	41.369
YNL319W	62.966	21.392	110.354
YIL156W-B	73.248	118.148	97.833
YDL208W	106.356	31.617	94.278
YKL039W	117.38	47.747	26.794
tS(AGA)G	108.219	130.33	80.264
YER079C-A	69.602	87.731	98.949
YNL159C	65.47	55.529	85.023
YAL014C	111.538	100.948	15.73
YFL037W	121.095	89.36	44.778
YLL006W-A	105.639	104.966	28.482
YCR020W-B	137.257	112.799	55.144
YBR243C	123.213	101.246	138.536
YDR366C	112.881	11.809	140.206
YLR181C	94.562	125.838	183.578
YFR035C	120.817	72.796	21.913
YNL111C	61.507	64.103	89.021
YPL058C	170.054	85.275	69.844
YBL056W	123.014	117.392	93.302
YNL075W	58.053	87.419	77.856
YGR097W	111.933	117.33	115.27
YIL050W	99.593	124.778	74.115
YLR309C	109.565	104.445	197.828
YOR192C	77.481	20.512	90.549
YGL256W	84.721	78.66	116.596
YBR151W	128.391	82.581	119.675
YDR153C	147.359	21.241	95.611
YKL096C-B	107.088	34.959	50.16
YJL065C	64.166	72.507	48.94
tI(AAU)N1	72.103	91.621	33.459
tI(AAU)N2	88.842	104.611	22.305
YJL170C	43.505	58.4	84.422
YKL026C	127.807	62.578	19.765
YKR020W	117.014	75.937	36.134
YMR202W	156.484	54.034	123.439
YDR308C	132.196	18.271	129.534
YLR372W	102.195	106.963	198.824
HRA1	108.514	87.704	24.833
YMR004W	123.303	100.204	34.775
YER083C	73.518	83.658	98.584
YPL176C	138.705	71.379	105.038
YLR389C	90.789	101.706	198.146
YHR172W	135.958	101.798	100.103
YDL168W	108.356	7.928	74.801
YLR263W	89.158	114.906	193.249
YDL240W	93.05	34.267	89.004
YDR401W	97.233	5.75	130.529
YIL163C	73.43	114.6	89.588
YFR013W	117.229	95.248	25.912
YBR261C	120.06	89.938	138.487
YPR088C	147.679	54.361	73.606
YKL163W	94.966	32.186	55.459
YHR013C	128.772	100.053	45.059
YBR286W	132.265	88.762	142.864
YOL040C	97.179	57.302	40.998
YGL045W	78.212	119.995	77.876
YCL035C	125.517	119.772	48.385
YIL023C	108.867	122.019	44.174
YOL146W	48.443	49.23	59.173
YNR073C	62.665	98.801	55.002
YHR144C	155.619	98.738	100.02
YPR200C	153.872	33.336	75.085
YIL072W	102.569	112.403	86.296
YLR327C	116.451	99.115	194.684
YBR229C	121.303	83.605	126.128
YMR100W	154.207	49.525	87.379
YDR190C	139.853	20.854	104.955
YMR158W-B	158.938	53.734	105.899
YML133C	115.489	64.92	90.738
tQ(UUG)E1	69.094	95.96	74.31
tA(UGC)A	104.672	110.931	5.695
YGR123C	105.405	104.777	119.794
tA(UGC)E	67.502	94.093	100.769
YKR017C	118.097	80.617	34.594
tA(UGC)G	108.34	110.674	133.346
YNL247W	59.798	41.879	85.132
YOR054C	85.205	44.136	41.909
YGL007C-A	115.529	113.621	37.988
tA(UGC)O	63.807	34.899	106.821
tV(UAC)B	150.945	110.364	90.624
YPL118W	158.615	58.798	110.841
YLR241W	83.272	109.604	192.629
YGR090W	98.909	114.217	109.189
YDL233W	102.034	36.787	90.874
YFR028C	125.397	72.414	8.596
YCLX11W	128.799	125.439	28.341
YNR047W	55.905	94.893	38.282
YNL132W	61.19	56.531	87.477
YDL120W	119.727	21.957	69.94
YJR149W	78.563	47.641	73.448
YKL048C	116.062	47.412	36.33
YGR290W	86.098	103.288	150.318
YBR152W	127.581	81.942	119.462
YOR072W	84.92	35.145	49.145
YDR292C	125.284	19.856	119.447
YER166W	66.423	81.566	110.795
YOR131C	79.071	16.117	67.778
YNL137C	62.635	58.774	87.557
YOR161C-C	84.301	6.555	88.746
YAL036C	102.678	74.25	15.146
YBL003C	119.774	107.672	32.639
YHR005C-A	132.466	106.283	35.395
YKR103W	140.753	46.972	41.907
tP(UGG)A	112.583	106.784	10.171
YHR208W	137.661	112.819	107.919
YDL065C	137.769	43.697	63.274
YGL244W	75.673	86.174	129.826
YAL016C-A	111.63	98.253	15.127
YMR167W	162.042	44.025	108.786
YOR249C	59.998	29.898	103.625
YBR296C	129.306	80.341	151.014
YDL030W	124.576	71.985	49.482
YER117W	80.075	89.73	112.5
YOR301W	61.71	36.351	114.492
tP(UGG)F	119.959	98.227	28.279
YKL218C	114.536	21.711	65.54
YCL005W	130.614	125.806	26.577
YEL011W	96.162	116.313	30.779
YGR001C	116.861	120.948	37.392
YBL107C	108.603	127.935	101.235
tP(AGG)N	100.492	109.384	18.528
YCR056W	140.094	106.761	87.361
YGR270C-A	87.607	95.231	140.901
YLL063C	97.565	109.598	69.511
YAR070C	67.382	103.345	6.682
YGR250C	96.004	81.876	132.382
YDR515W	103.511	15.809	116.369
YOR254C	55.384	32.361	104.345
YGL252C	83.418	84.395	120.477
YOR201C	75.202	23.803	94.728
YOR276W	60.512	31.503	106.87
YMR309C	116.787	58.797	114.917
tD(GUC)K	126.746	55.081	29.681
tD(GUC)M	154.29	47.309	85.676
tD(GUC)N	60.39	90.492	65.445
YNR075C-A	60.035	102.125	56.657
YAR047C	77.429	113.763	3.945
tD(GUC)B	128.427	93.082	100.558
tD(GUC)D	157.18	39.624	71.41
YNL146C-A	58.76	54.324	85.039
YHR076W	145.641	89.828	87.08
YMR180C	158.443	59.166	106.534
YGL163C	76.085	83.237	113.424
YOR336W	53.641	38.906	124.94
YDR417C	99.672	17.713	126.825
YML021C	142.256	89.653	41.569
YOR011W-A	101.129	74.403	23.087
YPL283C	160.401	90.139	124.233
YBL021C	120.952	104.962	58.569
YHR215W	154.29	134.453	120.963
YLL045C	90.072	105.64	60.728
YLR156W	94.573	119.329	155.447
YLR007W	97.202	101.676	33.003
YPL252C	149.886	65.711	121.812
YOR094W	82.356	30.179	65.089
YKL147C	101.178	27.623	55.473
YER157W	70.324	71.169	112.201
YOL022C	100.978	69.741	31.58
YEL037C	81.855	113.957	51.862
tP(AGG)C	130.668	118.897	33.081
YMR054W	146.319	44.22	59.648
YDR065W	153.543	32.761	68.176
tE(UUC)P	133.139	70.264	103.493
YBL059W	123.509	116.992	94.686
YCR096C	153.072	120.209	82.998
YFL061W	108.65	55.069	52.636
YNL196C	87.112	52.43	73.613
YLL014W	108.229	108.521	37.08
YCR074C	136.294	116.692	80.987
YGR047C	109.172	131.684	92.352
YCR021C	136.943	112.183	55.707
tE(UUC)C	121.83	118.959	40.28
tE(UUC)B	125.774	97.924	136.176
YFR040W	117.596	72.78	27.646
YKR078W	135.761	43.701	31.17
YKL003W-A	124.286	92.767	19.941
tE(UUC)K	96.538	33.09	58.16
tE(UUC)J	48.536	70.173	82.744
tE(UUC)I	120.04	116.145	24.97
YOR191W	77.844	19.007	87.285
tE(UUC)M	119.626	88.195	39.12
YDR170C	147.699	26.941	101.904
YPL055C	170.757	84.963	64.538
YPR122W	157.544	42.578	66.546
YMR105W-A	160.489	50.605	87.498
YHR048W	156.415	101.233	77.216
YGL126W	79.958	89.261	103.391
YOR159C	82.265	4.653	85.328
YML020W	142.66	90.612	40.749
YLR103C	95.747	106.98	93.467
YOR294W	57.516	32.764	113.246
YEL062W	88.849	113.296	73.973
YJR130C	89.735	67.36	74.166
YPR064W	155.3	54.302	60.483
YER006C-A	90.297	120.656	25.813
YJL039C	90.551	79.547	44.393
YBR006W	123.427	109.195	38.366
YLR038C	73.367	120.517	70.117
YPR085C	148.592	53.227	72.05
YJL062W-A	64.836	72.565	49.134
YNL096C	47.186	73.593	88.693
YLR187W	92.594	126.027	182.299
YNL212W	73.267	48.861	73.035
YDR387C	108.923	15.065	129.548
YDR038C	147.448	64.534	59.146
YER015W	86.756	110.286	40.95
YBL053W	122.479	117.54	90.429
YDR098C	136.02	28.996	75.688
YML006C	134.576	102.46	28.937
YAL056C-A	90.445	71.616	21.109
YDR439W	105.109	18.632	119.801
YBR024W	135.854	108.473	67.756
YER062C	64.824	96.844	86.625
YLR125W	90.462	119.113	104.506
YER171W	61.234	89.436	105.806
YDL047W	126.444	48.93	53.915
YHR095W	147.722	87.483	94.645
YGL034C	88.41	112.014	67.65
YKL198C	105.786	19.462	74.159
YML046W	157.417	75.833	61.302
YGL124C	78.285	91.198	103.295
YBR031W	143.521	110.523	72.704
YLR070C	99.937	125.833	84.024
YDL130W	113.417	20.529	72.748
YMR276W	131.264	53.403	118.557
YEL059W	86.038	117.798	72.767
YDL160C-A	108.663	12.202	77.086
YLR165C	91.411	128.1	172.267
YLR025W	91.137	110.869	55.036
YCR069W	139.546	117.429	85.085
YKL223W	122.827	15.118	60.35
YMR094W	151.821	46.215	83.783
YGR146C-A	105.066	105.925	128.797
YLR016C	96.77	103.185	42.973
YDR341C	123.337	16.444	134.996
YKL027W	127.406	61.756	20.279
YJL173C	41.224	54.703	84.271
snR49	56.14	95.409	41.66
tK(CUU)J	93.66	93.369	19.495
YDR152W	146.565	21.856	95.52
YJL064W	64.166	72.507	48.94
YGR174W-A	107.059	106.154	140.599
YER019C-A	84.834	106.735	48.019
YKL127W	102.391	25.243	56.322
YDR309C	133.105	17.932	130.461
YKR021W	116.899	74.252	36.184
YOR307C	57.512	34.557	115.537
YNL018C	87.719	104.09	22.805
tI(AAU)D	138.282	22.526	81.631
YLR386W	94.297	103.856	198.84
YLR371W	104.376	106.703	198.61
YDR261C	129.364	11.888	114.907
YKL090W	109.567	32.223	44.161
YDL169C	108.122	8.005	74.936
tN(GUU)K	106.796	21.306	72.268
tN(GUU)L	103.756	98.178	199.44
YLR262C	86.925	114.518	192.322
YDL243C	87.611	35.269	91.005
tN(GUU)C	131.772	118.256	36.794
YER084W	74.244	83.122	98.57
tN(GUU)F	122.099	104.859	20.694
tN(GUU)G	106.949	109.694	120.967
YLR092W	101.468	98.993	86.913
YMR022W	135.009	70.707	44.907
YER044C	75.298	96.267	68.005
YCR082W	132.043	109.032	77.018
YLR367W	107.861	103.381	198.445
snR30	88.993	112.684	57.249
YKL105C	109.218	42.25	61.319
YJR033C	82.997	73.413	38.289
YDL087C	125.408	31.342	61.409
YKR056W	130.006	41.671	31.218
YKL150W	100.497	29.202	54.646
YGL052W	78.89	118.003	84.368
YIR036C	99.534	105.7	39.864
YMR123W	154.182	45.962	96.482
YOR173W	77.976	19.795	93.927
YNL323W	64.071	24.91	114.748
YFR031C-A	122.396	71.899	17.295
YLR220W	108.869	120.85	189.167
YGR073C	106.013	124.121	110.514
tS(UGA)P	154.347	55.9	65.461
YGR209C	106.566	81.049	128.642
YML068W	161.639	70.532	65.589
YGR109W-B	112.668	106.043	115.459
YGR109W-A	112.936	106.414	115.268
tS(UGA)I	96.307	127.203	81.216
YLR183C	95.188	126.331	182.983
tS(UGA)E	61.366	99.742	91.528
YNL050C	69.48	88.563	58.077
YMR304C-A	119.727	55.78	121.075
YJL223C	48.467	58.722	73.527
YIR008C	118.818	115.682	25.852
YLR240W	83.85	109.067	193.284
YGR093W	104.699	115.368	111.103
YKL186C	109.041	21.283	62.527
YPL217C	137.27	49.919	129.606
YDL234C	101.07	36.28	90.063
YDR036C	143.055	65.519	59.327
YHR114W	159.357	85.443	91.297
YPR108W-A	160.437	53.419	75.16
YER186W-A	51.791	83.834	97.02
YNL136W	62.47	58.738	87.906
YKL049C	116.521	47.101	37.519
YDR293C	125.184	17.929	118.497
YHR138C	155.488	93.932	101.42
YBR155W	126.712	81.233	119.792
YJR080C	75.128	59.738	54.833
YNR038W	64.895	91.502	35.277
YGL140C	65.842	93.138	111.957
YCL029C	122.001	114.695	45.689
YBL024W	123.779	109.906	63.749
YOR071C	85.487	35.609	49.316
tA(AGC)K2	125.985	51.731	30.043
tA(AGC)K1	103.649	28.937	56.392
YGL079W	81.524	117.094	100.349
YAL017W	111.708	96.206	14.474
YFL038C	120.484	88.218	44.834
YBR242W	123.088	100.547	138.122
YJL208C	52.556	58.345	90.086
tV(CAC)H	133.716	90.991	107.135
tY(GUA)O	104.117	72.549	27.439
YNR013C	91.572	103.916	29.67
YJR131W	88.018	66.334	73.357
YNL158W	64.947	55.464	84.675
tV(CAC)D	130.789	18.941	127.908
tY(GUA)D	128.903	18.379	110.937
YBR108W	145.116	101.455	113.742
YNR012W	93.416	104.413	28.762
YBR109C	146.186	102.142	114.153
YOR261C	48.028	31.624	106.232
YJL151C	42.022	78.88	84.123
YNL110C	60.747	64.425	88.832
YNL076W	56.857	88.019	78.028
YAL068C	78.322	61.414	15.663
YDR367W	112.676	11.974	140.021
YLR182W	95.219	126.151	183.325
YPL059W	168.634	85.413	72.01
YBR173C	132.683	88.719	127.802
YIR022W	100.738	120.05	33.766
YDR386W	109.799	15.335	130.768
YGL253W	84.37	83.377	119.333
YHL032C	153.675	98.063	50.858
YMR308C	116.427	57.705	114.449
YGL250W	80.41	86.747	124.253
YGL162W	73.694	84.681	112.489
YOR271C	53.597	26.49	107.736
YMR183C	159.135	62.47	108.797
YDR444W	104.861	25.424	120.176
YDR414C	98.228	13.399	128.871
YOR337W	55.956	39.64	125.561
YMR010W	119.604	92.822	38.44
YLL044W	89.959	105.91	60.676
YOR097C	83.001	28.341	63.71
YHR118C	157.801	86.582	92.982
YOL132W	60.164	49.801	72.07
YJL222W-A	48.854	58.873	73.653
YHR216W	155.008	135.347	121.541
YNL260C	67.247	43.935	100.938
YGR024C	112.076	130.701	59.295
YJL222W-B	48.854	58.873	73.653
