id	pdbindex
YNL259C	21260
YNL009W	22175
YDR318W	4873
YGR077C	8651
YER080W	6356
YPL179W	25081
YDL247W	2678
YMR001C	19654
YJR135C	12857
YFR032C-A	7291
YLR375W	16028
YFR032C-B	7292
YDR147W	4169
YGR217W	9230
YBL080C	593
YOR161W-A	23769
YMR076C	19950
YOR161W-B	23770
YMR136W	20198
YDL083C	3279
YFL043C	6936
YJL116C	11893
YNL027W	22105
YPL022W	25680
YDR440W	5351
YBR223W-A	1783
YJL060W	12152
YOR100C	23522
YKR041W	14011
YPL095C	25401
YNL327W	20995
YLR291C	15722
YPR140W	26293
YIL122W	10916
YIR001C	11367
YDL230W	2750
YML034C-A	19533
YGR115C	8816
YJR113C	12781
YBR279W	1969
YGL075C	8109
YAR033W	372
YDR542W	5711
YIR026C	11465
YOR340C	24413
YGR140W	8912
YIL156W-A	10749
YER057C	6256
YOL158C	22535
YCR097WA	2640
YCR092C	2611
YIL068C	11123
YCL025C	2208
YBR184W	1641
YOL085C	22818
YGL231C	7501
YBR199W	1684
YHR136C	10294
YDR018C	3631
YNL282W	21160
YNL253W	21285
YGL144C	7841
tQ(UUG)E2	5976
YAL031C	167
YBL006C	879
YNL292W	21111
YGR108W	8783
YBR264C	1921
YBR231C	1810
YBR246W	1869
YLR162W-A	15265
YIL100W	11009
YPL197C	25012
tP(UGG)H	10322
tP(UGG)L	14469
tP(UGG)M	19506
YLR186W	15332
YDR462W	5437
snR35	24013
YIL155C	10759
YJL148W	11786
YPL065W	25520
YIL057C	11150
YJL211C	11578
YAL013W	255
YLR353W	15955
YGR221C	9250
YIL148W	10792
YNR016C	22260
YJR099W	12736
YLR259C	15612
tY(GUA)J2	12590
tY(GUA)J1	12213
YFR036W	7298
YPL157W	25174
YKL005C	13842
YER023C-A	6117
YDR418W	5268
YGL166W	7757
YOR333C	24383
YLR169W	15285
YEL023C	5933
YOL067C	22899
YGR028W	8459
YDL075W	3309
YER150W	6651
YDR127W	4078
YGR240C-A	9323
YNL279W	21168
YCL034W	2178
YAR044W	385
YOL018C	23077
YOR063W	23385
YOR220W	24005
YLR156C-A	15229
YNL231C	21377
YNL264C	21236
tG(GCC)G2	9236
tG(GCC)G1	9065
YLL013C	14531
YDL068W	3331
YLR053C	14781
YLR462W	16417
snR17a	24055
YPL257W	24790
YIL047C	11187
YPL120W	25309
YIL075C	11093
YOL145C	22596
YOR134W	23652
YJL099W	11985
YHR149C	10335
YIL020C	11283
YOL098C	22763
YNR074C	22496
YDR005C	3579
YHR014W	9809
YDR204W	4381
YIL097W	11016
YOL045W	22984
YFR010W	7176
YHL009C	9713
YMR311C	20909
YDL007C-A	3537
YAL042W	119
YPR101W	26125
YOR053W	23350
YJR151W-A	12939
YLR304C	15757
YHL041W	9579
YHL034W-A	9611
YBL039C	735
YGR188C	9121
YPR016W-A	25849
YNL048W	22022
YNL086W	21877
YGL064C	8139
YAL059C-A	68
YDL053C	3388
YOR122C	23599
YKL109W	13440
YKR062W	14094
YBR235W	1822
YMR119W	20127
YCR042C	2461
YGR261C	9405
YER010C	6060
YER176W	6801
YPL279C	24691
YKR003W	13866
YDL180W	2937
YGL127C	7915
YKL220C	12994
YJL019W	12312
YGR228W	9273
YLR166C	15277
YLR248W	15554
YMR271C	20728
YBL065W	645
YPL004C	25765
YHR079C	10064
YDL035C	3445
YER118C	6511
YMR253C	20667
YCR102C	2663
YJL127C-B	11867
YCRX06W	2469
YMR162C	20277
YEL009C	5993
YBR195C	1667
YKR106W	14288
YCR055C	2493
YDR498C	5557
YOR257W	24116
YGR002C	8372
YEL041W	5867
YGR075C	8647
YLL066C	14300
YDR111C	4022
YGR253C	9371
YDR510W	5603
YER167W	6753
YEL014C	5971
YDR467C	5459
YBR023C	1017
YPR045C	25975
YLR419W	16205
YPR010C	25822
YPL231W	24886
YLR148W	15156
YMR137C	20202
YDL082W	3282
YKL155C	13295
YJR069C	12642
YBR162W-A	1576
YBR299W	2055
YKR055W	14071
YFL042C	6937
YIR035C	11497
YBL083C	585
YOL119C	22685
YDR148C	4173
YJR034W	12498
YHR052W-A	9969
YGR033C	8483
YBR158W	1560
YPL096W	25398
YNL026W	22109
YDR335W	4950
YER175C	6794
YJL067W	12133
YNR070W	22479
YGL210W-A	7560
YGR206W	9195
YGL189C	7671
YPR036W-A	25955
YDR342C	4974
YPL078C	25480
YDR211W	4436
YCR095C	2631
YDR261C-D	4644
YPR167C	26417
YCL053C	2121
YDR261C-C	4647
YJL156W-A	11757
YMR057C	19891
YCR049C	2478
YLR437C	16308
YNL306W	21061
YFL064C	6851
YNL191W	21506
YDR237W	4538
YOR297C	24244
YDR060W	3808
YDR540C	5699
YLR234W	15506
YBR001C	925
YPL003W	25768
YCL033C	2180
YHR196W	10530
YER014C-A	6082
YDR277C	4694
YPR067W	26028
YML092C	19287
YER190C-A	6848
YML025C	19564
YJR074W	12651
YPR127W	26244
YLR100W	14969
YDL148C	3043
YAL012W	258
YJR134C	12854
YMR288W	20808
YBR167C	1588
YIL156W	10753
YBR241C	1852
YHR063W-A	9995
YPL196W	25014
YJL149W	11781
YNR017W	22270
YNL168C	21581
YFR037C	7301
YDR364C	5071
YLR352W	15949
YJL212C	11574
YML007W	19624
YPL156C	25176
YOR153W	23738
YIL056W	11156
YDR461W	5434
YER011W	6065
YNL113W	21770
YDR099W	3972
YLR229C	15493
YKL133C	13359
YJR052W	12570
YKL188C	13149
YLR292C	15724
YBR090C	1298
YKL020C	13775
YAL007C	271
YDR524C-B	5643
YHR170W	10433
YLR312W-A	15804
YDR259C	4614
YCRX16C	2580
YGL120C	7940
YBR278W	1966
YBR009C	956
YKL068W	13597
YIL115W-A	10943
YMR075C-A	19946
YDL166C	2991
tI(AAU)I2	11075
YPL152W-A	25192
YLR145W	15149
YLR261C	15621
YGL212W	7558
YER081W	6361
YLR374C	16027
tQ(UUG)D2	3954
tQ(UUG)D3	4270
YGL057C	8165
YMR172C-A	20330
YNL008C	22178
YOL111C	22711
YPR202W	26537
YDR480W	5500
snR47	3747
YNR075W	22498
YOL046C	22982
YFR011C	7178
YIL074C	11098
YMR312W	20912
YIL161W	10734
YGL173C	7730
YPL121C	25306
YHL008C	9731
YLR457C	16397
YDR091C	3919
YGL178W	7712
YNL249C	21304
YMR090W	20013
YMR211W	20494
YOL162W	22515
YGR056W	8580
tR(ACG)J	11972
tR(ACG)K	13956
YIR038C	11502
YGR121C	8838
tR(ACG)O	23175
tR(ACG)L	15033
YGL065C	8135
YJL016W	12317
YOR052C	23348
tR(ACG)D	3904
YDL134C	3104
YLR243W	15533
YGR096W	8728
YIR005W	11384
YBR012C	964
YJL203W	11612
YJR112W	12779
YDL231C	2745
YGR116W	8819
YAL065C	19
YOR343C	24431
YEL074W	5727
YGL230C	7502
YIL069C	11118
YJR083C	12670
YOL159C	22529
YKR084C	14170
YAL030W	170
YGL147C	7830
YBR263W	1919
tG(GCC)F1	7169
YOL086C	22814
YBL001C	920
YNR035C	22331
YBR129C	1435
YDR290W	4743
YDR019C	3634
YBR150C	1531
YDL160C	3006
YBR232C	1812
YKL006W	13839
YIR042C	11508
YFL031C-A	6996
YER119C	6514
YLR048W	14770
YDR381C-A	5141
YMR196W	20427
YKR105C	14287
YPR071W	26040
YCR001W	2286
YKL068W-A	13593
tF(GAA)P1	25783
YJL133C-A	11823
tF(GAA)P2	25908
YDL032W	3452
YMR252C	20665
YCR101C	2660
YGL246C	7450
snR161	1060
YCR054C	2492
YDR045C	3760
YPL232W	24878
tK(UUU)D	3383
YEL017W	5962
YGR252W	9369
YMR322C	20946
tI(AAU)L2	16388
YGR003W	8376
YDR517W	5620
YGL043W	8210
YOR256C	24113
YPR011C	25830
YKR057W	14078
YLL061W	14322
YDR110W	4018
YPR044C	25972
YAR010C	325
YLR390W-A	16092
YDR419W	5272
YOR361C	24527
YOR221C	24008
YPL214C	24962
YGR029W	8462
YBL108C-A	460
YDL199C	2869
YGL165C	7757
YDR068W	3832
YOR334W	24385
YOL064C	22907
YBL023C	797
YOR274W	24171
YHR213W	10623
YOR329C	24370
YER151C	6656
YOL024W	23049
YPL209C	24977
YOR382W	24614
YDR124W	4066
tI(UAU)L	15495
YNL267W	21229
YJL143W	11799
YLL047W	14378
YDR258C	4610
YLR461W	16410
tI(UAU)D	4433
YPL254W	24803
YNL307C	21058
YFL063W	6855
YLL012W	14537
YCL052C	2124
YLR438W	16310
YBR255C-A	1899
YOR296W	24238
YHR032W-A	9895
YJL044C	12222
YCLX09W	2208
YNL190W	21509
YDR234W	4528
YDL239C	2719
YER039C	6172
YIR029W	11477
YEL060C	5796
YKR049C	14028
tS(GCU)O	23043
YDR274C	4688
YLR101C	14970
YDL149W	3037
YBL107W-A	464
YER149C	6648
YML026C	19561
YPR066W	26026
YBL037W	742
YDL026W	3474
YDR229W	4515
YJR075W	12653
YPR124W	26237
YNL210W	21447
YDL181W	2935
YLR127C	15078
YER017C	6095
YBR022W	1013
YER177W	6806
snR41	26101
YML048W	19472
YCRX03C	2417
YLR027C	14679
YDL132W	3115
YBL064C	647
YHR097C	10140
YKL221W	12988
YMR096W	20032
YGR229C	9274
YLR167W	15282
YMR270C	20726
YLR293C	15726
YLR228C	15486
YJR053W	12574
YFL034W	6978
YGR182C	9091
YJL171C	11705
YHR120W	10246
YDR374C	5112
YMR237W	20604
YHR061C	9988
RUF20	7107
YDR453C	5395
YDL167C	2988
YLR388W	16081
YHL026C	9651
YKL069W	13589
YHR173C	10446
YMR003W	19661
YPL177C	25090
YLR373C	16024
YKL092C	13510
YDR322C-A	4888
YLR260W	15618
YDL241W	2706
YKL152C	13302
YJR035W	12502
YNL277W-A	21178
YJR019C	12440
YBL082C	586
YDL081C	3284
YIR034C	11494
YMR138W	20205
YBL108W	462
YGL013C	8315
YFL018C	7049
YDR149C	4176
YJL139C	11809
YGR207C	9196
YDR212W	4440
YAR050W	406
YNL052W	22008
YPL097W	25394
YOR273C	24165
YLR066W	14819
YDR334W	4940
YGL213C	7555
YDR231C	4517
YMR038C	19810
YJL066C	12133
YIR020C-B	11449
YNL025C	22114
YOR106W	23533
YGR121W-A	8841
YGR091W	8708
YDL232W	2741
YKL135C	13349
YJL010C	12341
YPL119C	25314
YDL104C	3213
YLR242C	15531
YMR031W-A	19784
YOR342C	24428
YJR148W	12917
YFR029W	7268
YHR186C	10501
YBR153W	1541
YJR082C	12668
YOR073W	23425
YOL087C	22808
YJL004C	12368
YAL037W	144
YOR008C	23178
YNL273W	21193
YGL146C	7832
YDR291W	4747
YCR051W	2483
YBR262C	1917
YMR289W	20812
YER070W	6315
YPL199C	25008
YML101C-A	19253
YAL015C	250
YFL036W	6966
YBR240C	1847
YDL209C	2837
YIL157C	10748
YGR205W	9193
YIL051C	11170
YPL057C	25568
YMR030W-A	19789
YNL074C	21919
YDR365C	5075
YPL151C	25197
YKL007W	13833
YLR308W	15781
YNL169C	21578
YFR034C	7295
YLR180W	15316
YJL213W	11569
YNL112W	21774
YHL047C	9563
YLR406C	16147
YOR335C	24389
YDR354C-A	5034
YDR416W	5263
YOR277C	24177
YDR160W	4219
YKL100W-A	13482
YPR074W-A	26053
YOL065C	22905
YGL251C	7434
YDR097C	3948
YBL022C	804
YGL164C	7759
YOL130W	22645
YDR125C	4068
YJR037W	12511
YHR214W	10628
YEL038W	5876
YCL014W	2251
YLR460C	16405
YDR286C	4735
YLL046C	14378
YMR135W-A	20194
YLR051C	14777
YMR028W	19770
YLR004C	14601
YGR224W	9261
YFR012W	7180
YNL280C	21164
YDR007W	3588
YIL160C	10736
YIL073C	11103
YGR222W	9255
YNR072W	22491
YHR180C-B	10478
YPR089W	26092
YBR233W	1813
YPL122C	25303
YOL047C	22978
YKL113C	13425
YDL086W	3268
YHR012W	9804
YIL022W	11278
YNL248C	21308
YHR202W	10551
YMR313C	20915
YKL028W	13747
YDR336W	4955
YOR055W	23353
YOR088W	23472
YLR326W	15849
YGL179C	7702
YER114C	6498
YGR120C	8835
YML132W	19130
YBR025C	1028
YML001W	19649
YLL028W	14455
YDL186W	2916
YDR437W	5339
YER016W	6092
YBR127C	1429
YDR438W	5342
YDR073W	3849
YLR124W	15068
YER170W	6767
YPL096C-A	25396
YKL222C	12982
YML058W-A	19432
YLR026C	14676
YLR139C	15129
YJR065C	12621
YHR094C	10128
YHR008C	9790
YMR277W	20757
YMR095C	20029
YML049C	19467
YOL092W	22783
YCR068W	2530
YLR446W	16336
YGL125W	7921
YLR164W	15272
YKR104W	14285
YDL033C	3451
YOL144W	22602
YHR209W	10584
YOR345C	24458
YGL247W	7448
YER116C	6506
YMR160W	20267
YHR098C	10145
YCR100C	2657
tA(UGC)L	14714
YPL010W	25734
YCL073C	2069
YMR197C	20432
YAR071W	445
YDR516C	5615
YPL233W	24876
YOR255W	24109
YIL063C	11141
YOR200W	23935
YDR210W	4406
YGR251W	9366
YLL060C	14327
YPR047W	25979
YDR246W-A	4574
YKL219W	13004
YDR044W	3758
YOR188W	23869
YJR005C-A	12401
YEL016C	5965
YOL128C	22652
YJR032W	12487
YIR037W	11501
YIR030W-A	11480
YGR129W	8875
YMR073C	19939
YAR018C	337
YFL019C	7045
YMR139W	20207
YHR009C	9794
YDL080C	3287
YOR172W	23805
YPR158W-A	26354
YOR105W	23531
YDR541C	5704
YDR213W	4446
YGL010W	8326
YNL053W	22005
YDR340W	4966
YHR185C	10494
YNL322C	21012
YDR269C	4676
YGR208W	9199
YNL024C	22119
YLR193C	15365
YPR078C	26058
YCR075C	2551
YJL121C	11885
YFL062W	6858
YNL197C	21481
YMR055C	19887
YLR439W	16314
YCR020C	2363
YDR450W	5385
YOR059C	23373
YCL051W	2127
YOR190W	23877
YCR097W	2642
YBL039C-A	735
YPR165W	26414
YJL047C	12206
YER038C	6169
YDR275W	4689
YHR049W	9958
YEL061C	5790
YBR007C	945
YLR175W	15298
YPL001W	25773
YGR021W	8430
YHR194W	10523
YGR288W	9516
YOR295W	24233
YLR102C	14971
YJL038C	12255
YNL319W	21022
YIL156W-B	10750
YDL208W	2839
YKL039W	13701
tS(AGA)G	8497
YER079C-A	6354
YNL159C	21622
YAL014C	252
YFL037W	6958
YLL006W-A	14557
YCR020W-B	2365
YBR243C	1857
YDR366C	5089
YLR181C	15318
YFR035C	7297
YNL111C	21778
YPL058C	25559
YBL056W	674
YNL075W	21916
YGR097W	8735
YIL050W	11173
YLR309C	15785
YOR192C	23893
YGL256W	7405
YBR151W	1536
YDR153C	4199
YKL096C-B	13492
YJL065C	12135
tI(AAU)N1	22084
tI(AAU)N2	22149
YJL170C	11707
YKL026C	13753
YKR020W	13931
YMR202W	20450
YDR308C	4820
YLR372W	16020
HRA1	194
YMR004W	19664
YER083C	6367
YPL176C	25097
YLR389C	16086
YHR172W	10443
YDL168W	2984
YLR263W	15627
YDL240W	2713
YDR401W	5209
YIL163C	10728
YFR013W	7186
YBR261C	1915
YPR088C	26087
YKL163W	13264
YHR013C	9806
YBR286W	1996
YOL040C	23001
YGL045W	8204
YCL035C	2176
YIL023C	11274
YOL146W	22592
YNR073C	22494
YHR144C	10321
YPR200C	26536
YIL072W	11109
YLR327C	15851
YBR229C	1801
YMR100W	20048
YDR190C	4347
YMR158W-B	20263
YML133C	19120
tQ(UUG)E1	6215
tA(UGC)A	328
YGR123C	8849
tA(UGC)E	6338
YKR017C	13919
tA(UGC)G	8963
YNL247W	21312
YOR054C	23352
YGL007C-A	8340
tA(UGC)O	24202
tV(UAC)B	1099
YPL118W	25317
YLR241W	15527
YGR090W	8702
YDL233W	2739
YFR028C	7262
YCLX11W	2263
YNR047W	22364
YNL132W	21698
YDL120W	3156
YJR149W	12920
YKL048C	13670
YGR290W	9525
YBR152W	1539
YOR072W	23417
YDR292C	4752
YER166W	6744
YOR131C	23639
YNL137C	21683
YOR161C-C	23772
YAL036C	146
YBL003C	916
YHR005C-A	9776
YKR103W	14283
tP(UGG)A	273
YHR208W	10580
YDL065C	3338
YGL244W	7459
YAL016C-A	245
YMR167W	20306
YOR249C	24093
YBR296C	2040
YDL030W	3461
YER117W	6508
YOR301W	24257
tP(UGG)F	7047
YKL218C	13010
YCL005W	2271
YEL011W	5982
YGR001C	8369
YBL107C	466
tP(AGG)N	22208
YCR056W	2497
YGR270C-A	9429
YLL063C	14315
YAR070C	444
YGR250C	9359
YDR515W	5612
YOR254C	24106
YGL252C	7427
YOR201C	23936
YOR276W	24177
YMR309C	20902
tD(GUC)K	14001
tD(GUC)M	20041
tD(GUC)N	21982
YNR075C-A	22498
YAR047C	398
tD(GUC)B	1257
tD(GUC)D	3802
YNL146C-A	21647
YHR076W	10047
YMR180C	20359
YGL163C	7764
YOR336W	24398
YDR417C	5267
YML021C	19575
YOR011W-A	23206
YPL283C	24670
YBL021C	809
YHR215W	10650
YLL045C	14380
YLR156W	15229
YLR007W	14614
YPL252C	24810
YOR094W	23500
YKL147C	13318
YER157W	6686
YOL022C	23056
YEL037C	5878
tP(AGG)C	2301
YMR054W	19883
YDR065W	3826
tE(UUC)P	25083
YBL059W	667
YCR096C	2641
YFL061W	6864
YNL196C	21485
YLL014W	14527
YCR074C	2546
YGR047C	8550
YCR021C	2367
tE(UUC)C	2219
tE(UUC)B	1735
YFR040W	7315
YKR078W	14146
YKL003W-A	13849
tE(UUC)K	13256
tE(UUC)J	11736
tE(UUC)I	11395
YOR191W	23884
tE(UUC)M	19696
YDR170C	4262
YPL055C	25572
YPR122W	26231
YMR105W-A	20070
YHR048W	9955
YGL126W	7917
YOR159C	23761
YML020W	19578
YLR103C	14974
YOR294W	24231
YEL062W	5785
YJR130C	12836
YPR064W	26021
YER006C-A	6043
YJL039C	12247
YBR006W	941
YLR038C	14734
YPR085C	26081
YJL062W-A	12138
YNL096C	21832
YLR187W	15337
YNL212W	21441
YDR387C	5162
YDR038C	3722
YER015W	6085
YBL053W	684
YDR098C	3953
YML006C	19629
YAL056C-A	73
YDR439W	5344
YBR024W	1025
YER062C	6275
YLR125W	15071
YER171W	6770
YDL047W	3404
YHR095W	10130
YGL034C	8241
YKL198C	13112
YML046W	19479
YGL124C	7925
YBR031W	1046
YLR070C	14833
YDL130W	3124
YMR276W	20753
YEL059W	5800
YDL160C-A	3003
YLR165C	15274
YLR025W	14674
YCR069W	2533
YKL223W	12980
YMR094W	20027
YGR146C-A	8945
YLR016C	14638
YDR341C	4969
YKL027W	13750
YJL173C	11697
snR49	22376
tK(CUU)J	12334
YDR152W	4196
YJL064W	12135
YGR174W-A	9067
YER019C-A	6103
YKL127W	13383
YDR309C	4823
YKR021W	13935
YOR307C	24281
YNL018C	22146
tI(AAU)D	4000
YLR386W	16074
YLR371W	16013
YDR261C	4621
YKL090W	13519
YDL169C	2981
tN(GUU)K	13123
tN(GUU)L	16236
YLR262C	15621
YDL243C	2700
tN(GUU)C	2310
YER084W	6369
tN(GUU)F	7119
tN(GUU)G	8836
YLR092W	14934
YMR022W	19752
YER044C	6190
YCR082W	2572
YLR367W	15998
snR30	14682
YKL105C	13456
YJR033C	12493
YDL087C	3265
YKR056W	14075
YKL150W	13308
YGL052W	8181
YIR036C	11499
YMR123W	20142
YOR173W	23810
YNL323W	21009
YFR031C-A	7286
YLR220W	15439
YGR073C	8646
tS(UGA)P	26042
YGR209C	9200
YML068W	19390
YGR109W-B	8794
YGR109W-A	8790
tS(UGA)I	11152
YLR183C	15327
tS(UGA)E	6291
YNL050C	22013
YMR304C-A	20872
YJL223C	11522
YIR008C	11401
YLR240W	15522
YGR093W	8716
YKL186C	13160
YPL217C	24946
YDL234C	2735
YDR036C	3712
YHR114W	10222
YPR108W-A	26152
YER186W-A	6844
YNL136W	21686
YKL049C	13667
YDR293C	4759
YHR138C	10299
YBR155W	1546
YJR080C	12666
YNR038W	22337
YGL140C	7860
YCL029C	2193
YBL024W	792
YOR071C	23415
tA(AGC)K2	14010
tA(AGC)K1	13414
YGL079W	8094
YAL017W	240
YFL038C	6955
YBR242W	1855
YJL208C	11585
tV(CAC)H	10495
tY(GUA)O	23070
YNR013C	22245
YJR131W	12841
YNL158W	21624
tV(CAC)D	4815
tY(GUA)D	4557
YBR108W	1357
YNR012W	22240
YBR109C	1361
YOR261C	24127
YJL151C	11777
YNL110C	21780
YNL076W	21913
YAL068C	1
YDR367W	5090
YLR182W	15322
YPL059W	25553
YBR173C	1609
YIR022W	11452
YDR386W	5158
YGL253W	7423
YHL032C	9619
YMR308C	20895
YGL250W	7439
YGL162W	7771
YOR271C	24157
YMR183C	20369
YDR444W	5367
YDR414C	5256
YOR337W	24405
YMR010W	19685
YLL044W	14381
YOR097C	23508
YHR118C	10234
YOL132W	22638
YJL222W-A	11523
YHR216W	10653
YNL260C	21258
YGR024C	8438
YJL222W-B	11523
YOL023W	23052
YPL253C	24807
YMR222C	20546
YDL159C-B	3010
YER154W	6665
YBR300C	2057
YEL036C	5882
YBR260C	1912
YHR010W	9798
YDR400W	5207
YLL048C	14372
YPL124W	25297
YIL024C	11272
YLL021W	14490
YAL035W	151
YOL041C	22998
YIL071C	11113
YNL286W	21135
YDR001C	3567
YIL162W	10730
YOL141W	22609
YHR145C	10322
YOL109W	22715
YNR025C	22290
YIL039W	11212
YKL160W	13281
YGR122W	8843
YER060W-A	6269
YOL077W-A	22865
YGR161C-C	9019
tI(AAU)E2	6817
YGR161C-D	9015
YML130C	19139
YMR315W	20921
YLR328W	15855
YBR228W	1797
YNL246W	21316
YHR212C	10620
YGR046W	8545
YDR384C	5147
YLR039C	14738
YNL097C	21828
YER063W	6278
YDR481C	5503
YER014W	6081
YBR027C	1033
YNL329C	20986
YPR041W	25962
YER172C	6780
YNL213C	21438
YDL184C	2925
YDL159W-A	3008
YDL046W	3407
YLR162W	15264
YKL224C	12980
YDR510C-A	5604
YHR056W-A	9979
YLR024C	14665
YLR071C	14838
YHR092C	10120
YEL058W	5802
YMR019W	19741
YMR148W	20235
YFL034C-A	6973
YHL007C	9737
YFL034C-B	6971
YER181C	6817
YML047C	19475
YNL228W	21386
YLR006C	14610
YKR102W	14270
tV(AAC)H	9715
tV(AAC)J	12261
YOL027C	23040
tV(AAC)L	15660
tV(AAC)O	23822
YKL106C-A	13448
YHR127W	10267
YDL064W	3340
YDL031W	3455
YMR257C	20676
YJL129C	11855
YOR300W	24255
YIL086C	11055
YAR073W	447
YDR154C	4201
YDR514C	5609
YMR228W	20564
YOR202W	23939
YEL010W	5987
YGL245W	7454
snR51	26101
YHL014C	9697
YAL067W-A	1
YGR006W	8387
YGR079W	8657
YDL119C	3158
YPR203W	26537
YER045C	6196
YKL151C	13305
YGL198W	7622
YKL104C	13463
YBL091C-A	539
YLR422W	16222
YLR093C	14938
YIR031C	11482
YLR361C-A	15983
YKR051W	14037
YJR030C	12474
YDR464C-A	5449
YBR141W-A	1499
YBR297W	2047
YCL026C-B	2201
YGL226W	7521
YOR170W	23798
YJL024C	12297
YDL151C	3031
YIL019W	11285
YML069W	19387
YKR019C	13928
YMR122C	20136
YKR047W	14025
YAR020C	349
YGR279C	9473
YDR034W-B	3707
YDR064W	3824
YMR275C	20748
YCR073C	2543
YLR456W	16395
YCR022C	2369
YML097C	19272
YLL015W	14522
YMR053C	19877
YGL118C	7950
YKR077W	14142
YFL060C	6865
YDR173C	4286
YBR208C	1724
YCL057W	2106
YOR335W-A	24387
YBR072W	1210
YBR005W	937
YDR273W	4685
YPR063C	26019
YGR231C	9280
YOL110W	22713
YAL016C-B	244
YPR123C	26236
YMR297W	20839
RUF5-1	9970
tG(GCC)M	19482
RUF5-2	9974
YPR032W	25934
YDL173W	2961
YHR050W-A	9963
YJR047C	12554
YMR006C	19671
YHR193C	10520
YKL145W-A	13324
YAL016W	247
YFL039C	6952
YPL173W	25110
YNR039C	22341
YJR039W	12515
YNL117W	21758
YPL152W	25194
YIL052C	11167
YAL069W	4
YOL093W	22781
YDR303C	4804
YBR175W	1611
YNL077W	21908
YDR360W	5054
YHR073W	10032
YBR172C	1606
YDR346C	5000
YJL172W	11701
YDR151C	4193
YBL078C	606
YPL086C	25434
tI(AAU)E1	6600
YNL051W	22011
YPL092W	25412
YJL147C	11788
YPL029W	25656
YBR236C	1827
YKL024C	13760
YNL019C	22142
YKL126W	13387
YDL242W	2702
YBR189W	1655
YDR203W	4380
YER085C	6370
YJL225C	11511
YER137C-A	6611
YKL064W	13612
YLR265C	15634
YKR022C	13939
YLR287C	15707
YPL174C	25106
YPL061W	25530
YLR370C	16008
YDR343C	4985
YLR387C	16078
YAL034C	158
YKL122C	13399
YHR011W	9801
YDR403W	5215
YAL043C	115
YIL165C	10722
YOL042W	22995
YLR425W	16254
YHR146W	10326
YPL125W	25293
YIL070C	11115
YCL037C	2170
YIL025C	11271
YDR289C	4742
YPR126C	26241
YFL065C	6851
YPR130C	26250
YNL285W	21137
YOL140W	22613
tY(GUA)M2	20790
tY(GUA)M1	19452
YML131W	19135
YNL245C	21317
YGL040C	8214
YLR305C	15766
YIL137C	10837
YBR194W	1665
YOL108C	22717
YJL092W	12022
YMR316W	20925
YDR545C-A	5718
YIL038C	11217
YPL043W	25605
YIL138C	10833
YCL045C	2146
YJL127W-A	11865
YBR056C-B	1148
YNR071C	22486
YIL143C	10818
YGR092W	8712
YOL166C	22499
YNR058W	22414
YKL002W	13850
YDR328C	4915
YLR247C	15546
tG(GCC)J1	12298
tG(GCC)J2	12568
YKR065C	14105
YOR057W	23360
YIR009W	11403
YDL189W	2910
YGL081W	8090
YGR103W	8767
tL(CAA)G2	8220
tL(CAA)G3	9089
YGR178C	9078
tL(CAA)G1	7785
YGR057C	8584
YNR001W-A	22207
YPR171W	26432
YMR013W-A	19711
YJR087W	12677
YGL143C	7845
YLR001C	14589
YLR126C	15074
YJR123W	12808
YOL075C	22877
YBR294W	2026
YGR125W	8862
YDL067C	3333
YMR230W-A	20581
YOL020W	23068
YDR135C	4115
YER115C	6503
YHR124W	10259
YMR256C	20672
YER148W	6645
YGL242C	7464
YCR050C	2481
YMR240C	20615
YOR303W	24261
YBL109W	457
YOR252W	24102
YNR024W	22289
YMR192W	20410
YGR078C	8654
YOR104W	23530
YML074C	19355
YJL221C	11539
YMR229C	20571
YLL038C	14416
YGR007W	8389
YOR056C	23356
YEL053W-A	5820
YFL013W-A	7060
YHL033C	9615
YOR270C	24153
YDR106W	3999
YOL068C	22896
YHL044W	9572
YBR201W	1693
YLR329W	15858
YLL043W	14386
YDR415C	5259
YGL161C	7773
YER155C	6673
YBR037C	1067
YOR237W	24059
YGL074C	8112
YNL263C	21239
YOR096W	23507
YEL035C	5885
YGR025W	8440
YPL205C	24991
YPR115W	26176
YDR128W	4087
YMR274C	20744
YGL119W	7944
YER028C	6137
YMR052W	19874
YMR103C	20060
YCR072C	2537
YNL194C	21490
YMR203W	20452
YPL153C	25189
YGR278W	9469
YKR076W	14140
YBL057C	671
YML003W	19642
YCLX03C	2141
YDR225W	4495
YDR270W	4678
tL(UAG)J	12740
YDR172W	4283
YLL016W	14513
YPR033C	25939
YGL093W	8047
YGR230W	9278
YPR120C	26212
YPR062W	26018
YBL041W	728
YMR097C	20034
YDR528W	5654
YDL058W	3361
YER173W	6789
YBR026C	1032
YNL214W	21436
YDL185W	2921
YER060W	6265
YBR091C	1300
YPR180W	26456
YOR203W	23939
YEL013W	5973
YNL094W	21841
YGL056C	8168
tF(GAA)H1	10020
YDL133W	3110
YOR280C	24185
tM(CAU)J1	12286
YMR182W-A	20366
YML004C	19638
YLR141W	15132
YPL227C	24904
YLR222C-A	15448
YHR093W	10123
YDL010W	3529
YMR024W	19759
YBR059C	1162
YML019W	19582
YDL045C	3410
YLR163C	15269
YHR180W-A	10478
YJL207C	11593
YOL103W	22744
YDL198C	2872
YLR072W	14844
YER180C	6814
SCR1	6598
YGR212W	9209
YJL175W	11693
YHR096C	10135
YJL011C	12333
